artist,album,track,uri,duracion_ms,popularidad,danceability,loudness,energy,liveness
Harry Styles,Harry Styles,Two Ghosts,4B1rpPmQXwj78wk6aIGwwU,229813,73,0.386,-7.095,0.407,0.0999
Grace VanderWaal,Perfectly Imperfect,Gossip Girl,50PzsFjhABlOUVBj87bQhx,205133,39,0.486,-6.675,0.574,0.345
Benjamín Amadeo,Vida Lejana,Ya No Hay Más,1FDPH0ikAdZIRksGaD17QP,218173,32,0.437,-5.928,0.776,0.105
WOS,Fms Final Nacional Argentina,Fms Final Personajes - Live,7f8ctslVeoB2RAhhnMhHlU,143000,0,0.547,-8.767,0.781,0.348
WOS,CANGURO,CANGURO,4wyNKAZe82BNlp2lHiR1FX,196745,63,0.602,-4.358,0.751,0.667
El Reja,No Es Tan Fácil,Soltero Hasta la Tumba,6JtV50W4szsOD04QREQgXk,193813,55,0.804,-7.437,0.686,0.142
Noah Kahan,Come Down,Come Down,4QjtXlzepoVp3YXMvwxyyr,179013,56,0.809,-7.359,0.592,0.0926
Ashley Singh,Keep Me,Keep Me - Acoustic,1ayOMuDEULRqZ4QYVwSNV7,163000,54,0.785,-7.794,0.318,0.115
Sebastian Yatra,MANTRA,Por Perro,2alIsNw1mqEShbWyO1HXZZ,245440,67,0.684,-5.18,0.762,0.0852
Noah Kahan,Busyhead,False Confidence,7nDFTHHwfe32a8qdp9XqPy,223400,70,0.414,-7.77,0.663,0.138
Shawn Mendes,Illuminate,Bad Reputation,3SBAb63Bjv98ZqfAvP9aK8,198226,50,0.413,-5.823,0.697,0.256
De La Calle,Puti Short,Puti Short,1KTnaTJgCt0F3WwMNjL5T6,178834,0,0.81,-3.675,0.826,0.165
Zeballos,Por Si Mañana,Eclipse,2YqdfLhtJKoXQQLwy4nvqd,241058,3,0.687,-7.581,0.685,0.134
Jacob,Wanna Be Like You,Wanna Be Like You,09b6C53UTT6VQpG6HViEXF,229414,16,0.816,-10.362,0.363,0.205
Dura DJ,Pobre Diabla,Pobre Diabla,1s8AwDgiOUU71lZETrbL1g,161567,0,0.558,-7.048,0.342,0.098
John Mayer,Continuum,Slow Dancing in a Burning Room,2jdAk8ATWIL3dwT47XpRfu,242000,76,0.667,-8.69,0.361,0.0805
Milky Chance,Blossom,Bad Things,3ryeWcVpVuweKdOZILENPW,252893,41,0.804,-9.462,0.5,0.232
Måneskin,Chosen,Beggin',3Wrjm47oTz2sjIgck11l5e,211560,86,0.714,-4.808,0.8,0.359
Khalid,American Teen,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,202546,82,0.799,-6.351,0.539,0.165
Luciano Pereyra,Enséñame A Vivir Sin Ti,Enséñame A Vivir Sin Ti,4JDv2KEhDE5Ud9JEMEdjmV,210440,36,0.569,-4.242,0.662,0.116
Maluma,F.A.M.E.,Mi Declaración (feat. Timbaland & Sid),7EzdQnopwog0YWUoRBEowX,225506,49,0.66,-4.071,0.915,0.229
Years & Years,Palo Santo,Preacher,2maL3doGPlzMJxvkglaJ6K,206000,36,0.719,-5.389,0.738,0.0727
Céline Dion,Falling Into You,All By Myself,20EpQjfV7B4ZQJkIdHO1Tw,312306,0,0.344,-10.005,0.325,0.0686
Rels B,lo que hay x aquí,lo que hay x aquí,5IlLm20JXhKbMtsH20NblC,155031,83,0.807,-7.112,0.49,0.502
Piso 21,Piso 21,Moriría,3UZdvX5xlT8rH74ThXh2h0,218066,0,0.546,-5.797,0.597,0.193
Sech,42,Wao,2B4nQ6yvVVBMqfgOrYtubb,178266,60,0.709,-3.349,0.595,0.134
Katelyn Tarver,Tired Eyes,You Don't Know,2BlM00LsKY0pFKEChrQa9Y,260851,0,0.56,-8.532,0.315,0.105
China Anne McClain,Descendants 2,Poor Unfortunate Souls,5X2HmjtvNLSxmw0uGDeymk,163882,0,0.576,-6.046,0.672,0.823
Nelly Furtado,Pop Nostalgia,Promiscuous,5eJD919nuYwUEhumI8cUiH,243293,0,0.81,-8.207,0.959,0.164
La Champions Liga,Primer Tiempo,La Que Sufrira,2DUL9rHZFF5Bt9sKYqCSsS,70652,0,0.607,-5.793,0.512,0.143
Romeo Santos,Golden,Bella y Sensual,0ERbK7qVqveCaBWIiYCrl3,204700,75,0.635,-6.909,0.713,0.0506
Years & Years,Palo Santo,Here,7oaRPCtEpYH0cePUEuJzLa,99533,34,0.39,-13.307,0.0786,0.0802
Dylan Jordan,LILY,LILY,5EEkx4Ovr8X00v9dios63X,210279,31,0.343,-8.572,0.463,0.083
Renata Toscano,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),See You,7BGjM1IVYNxBm8NdXWwDfn,149737,49,0.665,-8.671,0.533,0.0908
Luciano Pereyra,Te Estás Enamorando de Mí,Te Estás Enamorando de Mí,0VKNy1fBPb3ZcMJE3v17VF,165680,52,0.796,-3.974,0.723,0.0757
Glenn Travis,Feel My Love,Feel My Love,6P415bdEuyzdqSp8BHvQ6Z,235363,55,0.597,-6.66,0.666,0.14
Residente,Bellacoso,Bellacoso,1kMUGCt7XLDc5Q64Vl0H8S,257864,66,0.774,-2.795,0.851,0.0568
Nicki Nicole,Me Has Dejado,Me Has Dejado,6ojA83SXbJ5BKpJucn3j6R,242285,55,0.542,-4.904,0.736,0.0947
El Taiger,Blychy,La Guariconfianza,234PYuEChhjwv4GeT12pap,207058,55,0.926,-6.051,0.739,0.0343
NF,Perception,Let You Down,52okn5MNA47tk87PeZJLEL,212120,82,0.662,-5.68,0.714,0.179
Tate McRae,Teenage Mind,Teenage Mind,70vdb3Nf9sUaOax5c6phOT,155205,1,0.671,-9.762,0.337,0.11
DJ Yayo,Esa Mami,Esa Mami,7M3ERUXyBIdEbqwUGFgCzO,165148,51,0.759,-2.527,0.855,0.0646
Grace VanderWaal,Just The Beginning,Moonlight,4XrvRf68c9H4orZZ9KoldQ,174106,59,0.737,-4.71,0.734,0.323
Rex Orange County,Pony,Pluto Projector,4EWBhKf1fOFnyMtUzACXEc,267520,80,0.379,-11.196,0.219,0.118
Bars and Melody,Generation Z,Allergic to the Sun,1en3Fy6Ntn6s1OQJCMd7ll,196200,0,0.677,-7.405,0.731,0.0674
Jules LeBlanc,Birds of a Feather (feat. Brooke Butler & Hayden Summerall),Birds of a Feather (feat. Brooke Butler & Hayden Summerall),6xoq9euzD1Ttt1mIUkzV0w,145032,42,0.668,-9.342,0.638,0.0737
Alessia Cara,Know-It-All,Scars To Your Beautiful,42ydLwx4i5V49RXHOozJZq,230226,76,0.319,-5.74,0.739,0.111
Juice WRLD,Legends Never Die,Hate The Other Side (with Marshmello & The Kid Laroi),0ada5XsQGLPUVbmTCkAP49,160212,74,0.701,-6.313,0.65,0.112
Post Malone,beerbongs & bentleys,Candy Paint,32lItqlMi4LBhb4k0BaSaC,227533,78,0.664,-5.941,0.667,0.0753
Conan Gray,People Watching,People Watching,4JeOesjcWWlprTAvucDSJX,158536,69,0.53,-7.286,0.593,0.314
Bruno Mars,Doo-Wops & Hooligans,The Other Side (feat. CeeLo Green and B.o.B),78Z199FfQHt4VpnJzlYaIe,228346,53,0.555,-3.927,0.814,0.128
Calum Scott,Only Human,Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,260285,82,0.681,-8.745,0.174,0.0983
Billy Joel,The Essential Billy Joel,Piano Man,3FCto7hnn1shUyZL42YgfO,336093,67,0.334,-8.791,0.472,0.317
Little Mix,Black Magic,Black Magic,33NHr7lu7tCMjK05jUj1v0,211786,0,0.777,-4.461,0.898,0.313
Lady Gaga,Born This Way,The Edge Of Glory,57F80059mWaWFvWG3tBTbO,320546,71,0.583,-6.477,0.768,0.109
Khalid,American Teen,Hopeless,3JTtZUOiZljuWbNiasfHB6,167640,57,0.785,-4.517,0.702,0.175
Frank Ocean,Blonde,Godspeed,34xTFwjPQ1dC6uJmleno7x,177922,76,0.399,-12.578,0.0969,0.121
24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",6FuGJB290AQMAHTfjOYVaK,192745,69,0.721,-3.508,0.745,0.372
Nicki Nicole,Wapo Traketero,Wapo Traketero,5ctNuquTVDsfMb9jKzsYu0,181000,63,0.759,-11.102,0.43,0.0731
Forever in Your Mind,FIYM,Hurricane,2SkNJ4FJtcRaZvdB7Dx36I,212053,0,0.575,-6.276,0.785,0.403
Santiago Saez,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Hoy se Encuentran a las Tres,0VoaA4EuLbSID1H5A0Syzx,151333,46,0.753,-11.824,0.384,0.0759
Papacho Mc Caco,Difusion 2,Suena mi bajo cumbiero,5zJzgONXbPepKOCkeHuwL1,231563,39,0.734,-4.946,0.639,0.048
Benjamín Amadeo,Vida Lejana,10 mil,0zdTOCAaRAlT99a3MQztg6,241546,43,0.695,-5.203,0.756,0.0739
Carmela Barsamián,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Você É Demais,2eOsnOYFUgz5MTK5nIVhJt,144268,42,0.844,-8.632,0.567,0.0701
Los Fabulosos Cadillacs,El Ritmo Mundial,Vasos Vacíos - Remasterizado 2008,198qSChSMQFuSimdeeY9gK,279986,75,0.708,-5.538,0.672,0.382
Cruzando El Charco,Soy,Soy,2eucmvlETqs4wRhvvThfEm,191530,0,0.672,-8.348,0.654,0.357
Cheat Codes,Let Me Hold You (Turn Me On),Let Me Hold You (Turn Me On),0g9YbVJCHUqbOFTyoRRgIX,162425,0,0.681,-3.167,0.774,0.35
Patrick Doyle,Cinderella,Shattered Dreams,5qrwxWHP93N6mVbIibki4X,250480,0,0.117,-25.978,0.0246,0.0876
Khalid,American Teen,Let's Go,6AIccJIWHGK26xi34FAkwl,204546,58,0.78,-6.705,0.371,0.247
Piso 21,Piso 21,Por Siempre a Tu Lado,5AcJFJKGooF4TDLEfikjJq,187506,0,0.795,-5.384,0.686,0.107
Tommy Torres,Perderme En Ti,Perderme en ti,4Iak0UOzYRjHNMMxMajkz3,226132,49,0.619,-9.397,0.259,0.085
Lauv,I met you when I was 18.,Enemies,3JJYIoJ5FyY9E0DGjr7SXF,194754,1,0.696,-4.64,0.693,0.122
La Champions Liga,Somos Nosotros,"Llora, Me Llama",2mcGd6P9lsLv8nPQEeBx1Z,200652,0,0.582,-2.731,0.735,0.107
Piso 21,Ubuntu,Besándote,43jclIPKJv9iFiYWVyWqsb,181048,65,0.724,-4.96,0.809,0.169
The Weeknd,After Hours,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,200040,92,0.514,-5.934,0.73,0.0897
Maroon 5,Red Pill Blues,Denim Jacket,1N857bufDNDocn8hbmoNt7,232550,43,0.781,-5.34,0.628,0.0917
Jeremy Zucker,"summer,",comethru,18uwL0vNUanqZH0ro2QcOP,181613,79,0.795,-11.991,0.178,0.623
The Kid LAROI,F*CK LOVE (SAVAGE),GO (feat. Juice WRLD),6rladQVZPz1K5AgocaUgop,181688,7,0.487,-4.973,0.74,0.612
Sebastian Yatra,FANTASÍA,Un Año,2vrpcQNg6itmgVZWsNjWe0,163813,74,0.773,-7.062,0.378,0.133
Chano,El Camino,Mecha,346Xh2wHnDIByr5ZDeS7Cl,189355,55,0.699,-4.506,0.729,0.334
WOS,OSCURO ÉXTASIS,CONTANDO OVEJAS,47DL8jY6HJD2mlCcTuOWKX,203468,66,0.459,-3.982,0.85,0.373
Shawn Mendes,Live At Madison Square Garden,Life Of The Party - Live,3k1gY1Rlpa0TIxiGImfKMz,198963,0,0.393,-7.356,0.547,0.923
Ellie Goulding,Pop Nostalgia,Lights - Single Version,0PphjniyQGvOFdR4kEANZH,211853,0,0.682,-9.293,0.706,0.128
DJ Icho,Vistima (DJ Icho Remix),Vistima - DJ Icho Remix,3SRclVftU3RJgUH008cKT6,78648,0,0.805,-4.951,0.81,0.357
Jorge Drexler,Salvavidas de hielo,Pongamos que hablo de Martínez,3cApCJqmVwE23cxYUADZpx,182453,53,0.849,-10.962,0.458,0.105
Kat Dahlia,My Garden,I Think I'm In Love,3U1TuSqHIubBA10cVP7Sk6,202666,71,0.632,-6.731,0.638,0.125
Maluma,F.A.M.E.,Felices los 4,1RouRzlg8OKFeqc6LvdxmB,230000,76,0.766,-5.861,0.756,0.349
Avicii,TIM,Heaven,0vrmHPfoBadXVr2n0m1aqZ,277261,68,0.592,-5.65,0.873,0.142
Hardwell,Hardwell On Air - Best Of January 2018,Safari,689KzZd6tMwac7mepaa57y,151874,0,0.631,-3.997,0.928,0.217
Beret,Si por mi fuera,Si por mi fuera,3c7U2Kj8YL8BquVmEhybCR,208824,53,0.701,-5.717,0.748,0.102
Maluma,PB.DB. The Mixtape,Climax,11dBc9TfYMquFMO4m0SUf4,212266,0,0.586,-5.677,0.772,0.667
Trueno,DANCE CRIP,DANCE CRIP,1kjs5eR4DMzyB0gm1Z8waV,165019,68,0.857,-3.699,0.766,0.0817
Ed Sheeran,÷,How Would You Feel (Paean),6PJ8FF6UR8FZXfEvpHkIVN,280533,67,0.617,-5.63,0.439,0.127
Jeremy Zucker,comethru,comethru,6fFTPGGItuEpjwXRUIr4rk,181520,0,0.798,-12.603,0.175,0.625
The Wild Conductor,A Pianist in the Cinema Vol.1 (Movie Soundtracks for Solo Piano),"Married Life (from ""Up"") [Piano Version]",3oliWWebujmLJbodF4fVYq,197000,0,0.418,-26.113,0.0808,0.0926
El Bordo,Hermanos,Lejos,69abH6M0C97G5sT52PWA6T,218880,46,0.589,-4.548,0.774,0.175
Maluma,Magia,Primer Amor,47ZFYpPEJhR9J7VXvzTcEn,201520,32,0.624,-6.211,0.78,0.314
XXXTENTACION,#PROUDCATOWNERREMIX,#PROUDCATOWNERREMIX,5dkZ2DrcPJrqwlRQe6Q35e,157293,54,0.783,-6.229,0.522,0.127
Ron Pope,The Bedroom Demos,A Drop in the Ocean,5JDcQAztvZTIkrWoZihgvC,220239,67,0.447,-8.65,0.393,0.28
Louis Tomlinson,Two of Us,Two of Us - Acoustic,79YGfoagW5Z75PDvnZK5vl,226465,47,0.714,-8.074,0.358,0.0838
Whitney Houston,The Bodyguard - Original Soundtrack Album,Queen of the Night - Radio Edit,7lARcL3Gu0wKcPcQ3t9xiF,188600,57,0.741,-7.13,0.899,0.0991
We Three,We're All Messed up - but It's Ok,Sara,0zSemnpoUFdtesuHTZ3ifv,211175,63,0.713,-9.81,0.557,0.146
The Sugarhill Gang,100 Essential Soul & Funk Classics,Rappers Delight,4ah2I83egBRhCGRGbYNyTw,235120,0,0.903,-7.941,0.82,0.0749
PRETTYMUCH,Open Arms,Open Arms,2jHDXNIbElEsxxPQ0EVspA,186042,49,0.688,-6.394,0.425,0.447
Ivan Armesto,Ya Me Fui (Bye),Ya Me Fui (Bye),4a8jt6QKp4Xch19zBr07W7,190000,0,0.522,-7.871,0.754,0.106
Forever in Your Mind,Sweet Little Something,Sweet Little Something,0ra3LcYxZ0DN1dlK22tTYm,212562,0,0.859,-5.986,0.51,0.0851
Duki,She Don't Give a Fo,She Don't Give a Fo,03a359wbiUsjN9h6yzXvmS,209531,79,0.854,-4.49,0.556,0.165
Jacob Sartorius,The Last Text EP,Last Text,4eo7OgglLN8IvArBWLvwhy,192846,15,0.824,-9.132,0.327,0.0982
Miley Cyrus,Younger Now,I Would Die For You,39vly7Z4VLImfggnEDEUzf,173866,57,0.618,-7.524,0.374,0.182
Trueno,La Salamandra,La Salamandra,5Y1KBxx4lx21gyN0Sf6l2f,200629,0,0.815,-6.657,0.776,0.159
Piso 21,Ubuntu,Déjala Que Vuelva (feat. Manuel Turizo),1j6xOGusnyXq3l6IryKF3G,220116,79,0.681,-4.323,0.788,0.0753
Eminem,Curtain Call,Mockingbird,17baAghWcrewNOcc9dCewx,251266,0,0.621,-3.892,0.672,0.13
Bazzi,Soul Searching,Fallin (feat. 6LACK),0QI4rT8zBCyv9TE27obkEC,150589,19,0.785,-5.956,0.584,0.38
BURNS,Hands On Me,Hands On Me,2GC8vo2NO9u28G7kBIuP0j,256240,49,0.714,-4.994,0.832,0.326
Jeremy Zucker,brent,hello old friend,5W5CraIGgWjWocoPMMT8Ph,198800,44,0.653,-12.578,0.214,0.332
Justin Quiles,Tu Pollo,Tu Pollo,6XSzJ3PyaVHjyTuFvnCLlE,184490,58,0.535,-2.852,0.862,0.257
Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),1pPWLAfELypeAmi0bMdEXu,204466,41,0.857,-6.376,0.621,0.0865
Smash Mouth,Astro Lounge,All Star,7ntXYU4zboGuq5ZunkrXRB,200373,0,0.731,-5.881,0.867,0.0861
Shawn Mendes,MTV Unplugged,Bad Reputation - MTV Unplugged,0BfGB5a1YQfgKQRArZVegv,311133,0,0.266,-7.185,0.616,0.956
Jacob Sartorius,Left Me Hangin',Skateboard,6F8NaFgdbeu7gykXEsip5n,174224,27,0.832,-8.203,0.485,0.0749
Wisin & Yandel,"Los Campeones del Pueblo ""The Big Leagues""",La Luz,53Zjas25qARnEB1mCtlsQH,225120,44,0.794,-3.894,0.748,0.077
Forever in Your Mind,Rabbit Hole,Rabbit Hole,4NX6kmPqke2UeNRPrbt0Mi,224657,19,0.657,-5.246,0.779,0.0666
Madison Beer,As She Pleases,Teenager in Love,2IRH2r95UDqvlrrMOgOXjU,214907,0,0.673,-5.398,0.579,0.0705
Maluma,11:11,11 PM,7KbF6AdprOXEEHlsq11Z6d,175733,77,0.777,-4.84,0.712,0.091
Diego Torres,Un Mundo Diferente,Color Esperanza,3T07pNAEVr9adeIG9i1ex4,267106,70,0.619,-6.253,0.876,0.0828
Bruno Mars,Doo-Wops & Hooligans,Count on Me,3B5UbSndRz907IZhhmUfLi,197469,71,0.589,-5.972,0.389,0.0772
Shawn Mendes,Shawn Mendes,Fallin' All In You,5I8oEqbk2ZBmQfXCrZbUFb,235746,0,0.853,-6.697,0.477,0.111
La Champions Liga,Cumbia villera - La Champions Liga,Si lloras por mi,478ApKGXAag2dOle24S31P,131973,32,0.656,-6.943,0.436,0.337
Eminem,Kamikaze,Good Guy (feat. Jessie Reyez),4g32MdRoqwGKQd3NXIRhpU,142192,61,0.696,-6.918,0.634,0.437
Zeballos,Asimetría,Asimetría,6puAw7mUAWM2NcEI9Xbg8k,177631,47,0.637,-8.168,0.731,0.199
LOUTA,QUEREME,QUEREME,0bhWW1Bve1Ng6kEm8WjiQA,194840,69,0.795,-6.966,0.625,0.128
WOS,CARAVANA,FRESCO,0blWPYAfbvpRLVHUcmqmmj,170302,67,0.782,-4.689,0.807,0.1
Sebastian Yatra,Delincuente,Delincuente,5ltjit47pp6nXwhYpkilYd,202426,2,0.82,-3.876,0.674,0.122
Ansel Elgort,You Can Count On Me,You Can Count On Me,2rxD27lRBLjxC451NDJips,246960,0,0.57,-5.24,0.673,0.273
Maluma,Magia,Hoy,1OywwhB979Apoaq2IYAlSE,153226,27,0.78,-4.403,0.909,0.554
Jules LeBlanc,Little Things,Little Things,0oTaTGcMhxdTFotrPnHYwr,180532,3,0.713,-6.539,0.653,0.0761
Maluma,"Pretty Boy, Dirty Boy",Ya No Es Niña,5V0YHCNwlupyZYtyXiRSEB,215693,52,0.686,-6.457,0.667,0.11
The Kid LAROI,F*CK LOVE (SAVAGE),BOOTY CALL (skit),1KDsnpM14Y6CXbJHDaRV2B,56808,2,0.773,-11.494,0.398,0.413
Pablo Alborán,Pablo Alboran (Deluxe),Solamente tú,7sRXhReWmJF5pqyg3uUTES,247186,73,0.519,-6.276,0.419,0.161
Jason Mraz,Love Is a Four Letter Word,I Won't Give Up,5ivF4eQBqJiVL5IAE9jRyl,240165,72,0.483,-10.058,0.303,0.115
Olivia Rodrigo,Just for a Moment,"Just for a Moment - From ""High School Musical: The Musical: The Series""",5Yc2A0YtK6PaXT8J1MQ0Rd,197320,61,0.519,-6.239,0.503,0.148
Shawn Mendes,Lost In Japan,Lost In Japan,7wvYmO5QscgIDDT0eNwbYX,200133,0,0.726,-6.908,0.708,0.348
Galantis,The Aviary,Girls on Boys,4d7GbB5RQckWmvgj9Q1fQa,179680,42,0.638,-2.416,0.62,0.073
Morat,Balas Perdidas,11 Besos,5T1MmDTBxXdCzIK0d76fQs,118727,61,0.741,-9.879,0.191,0.127
Bruno Mars,Doo-Wops & Hooligans,The Lazy Song,386RUes7n1uM1yfzgeUuwp,189109,80,0.794,-5.124,0.711,0.0955
Sam Fender,Seventeen Going Under,Seventeen Going Under,1Dp7ASSZVVOPJ85VdLpjOX,302360,67,0.477,-4.946,0.873,0.0813
Forever in Your Mind,FIYM,Enough About Me,2PADaepzWYcGBtLPZwSgOt,213240,0,0.696,-6.38,0.685,0.549
Selena Gomez,Pop Nostalgia,Come & Get It,55YocqDzI9BOM11hrqNa2S,232733,0,0.55,-6.235,0.745,0.0712
Joaco Terán,Madre Tierra,El Tiempo,4SPLVqGKM33NKE1hfAW3fQ,198414,12,0.906,-9.611,0.28,0.0621
Dayme y El High,Ajena,"Ajena (with Myke Towers, Dylan Fuentes)",4KXtFUFmPObTROXShFLHZX,162901,64,0.701,-5.381,0.604,0.104
Milky Chance,Blossom,Peripeteia - Acoustic Version,0NYUCPsdzxgsOvAxba9ysl,199080,29,0.824,-14.592,0.154,0.109
Patrick Doyle,Cinderella,You Shall Go,3LCyleoyB0yNteEGJUw7qy,182413,0,0.161,-17.101,0.137,0.0964
Afroman,The Good Times,Crazy Rap (Colt 45 & 2 Zig Zags),1ACZpHI5vZ5Ea4xGlkdGWM,328666,75,0.927,-7.797,0.367,0.132
Thomas Newman,Disney-Pixar All Time Favorites,"Eve - From ""WALL-E"" / Score",1apH4a4ruRT0F14BJLloIo,62413,0,0.202,-10.005,0.446,0.189
Laila Mach,Official Lover,Official Lover,6AcyzAEGYd2Rq6S9ZkIgcX,207079,37,0.502,-9.179,0.334,0.126
Tally Hall,Marvin's Marvelous Mechanical Museum,The Bidding,0HBrtXJohbIW4IhPZ50GmH,160613,72,0.538,-5.261,0.607,0.0999
Maluma,"Pretty Boy, Dirty Boy",Carnaval,3LOQb4np9pTPhlrdIEht1d,214493,50,0.75,-4.0,0.89,0.112
Cali Y El Dandee,Sólo Mía,Sólo Mía,1o0waAW9pTnG5jnkJXHQla,179146,2,0.846,-3.524,0.786,0.0464
Shakira,El Dorado,Me Enamoré,4qknM1pQz53QOyfDVTjcM9,226893,70,0.74,-2.251,0.879,0.0928
James TW,Chapters,You & Me,1bQhZOoXYqjXs7u7rFXo0h,231653,70,0.714,-6.333,0.686,0.102
Liam Payne,Strip That Down,Strip That Down,4Ro98RCK90oHqqSZUnTFq5,204502,68,0.874,-5.484,0.497,0.0761
Sebastian Yatra,Pareja Del Año,Pareja Del Año,2rCbl9naJYhaxjLsfx88uM,195053,76,0.715,-5.102,0.622,0.0948
MYA,Día y Noche,Día y Noche,2NZ4Lg677xRbdrlFMOPTcF,195117,34,0.76,-5.861,0.73,0.141
Tate McRae,all the things i never said,that way,7l97ElWmIdVHWUaOeeU5ZC,175026,79,0.453,-11.015,0.383,0.387
Tainy,Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),3jbT1Y5MoPwEIpZndDDwVq,270740,79,0.734,-4.803,0.836,0.179
La Champions Liga,Somos Nosotros,Dime Si Eres Feliz,32EZMFSw5JrnEITYHIzqEv,217852,0,0.743,-4.657,0.726,0.0836
Alkilados,Solitaria,Solitaria - Radio Edit,6cMZeYsKHGcOcbg3laFGuY,217965,0,0.828,-7.399,0.642,0.103
Bars and Melody,Covers,On My Mind,5t2l28eJuZfBvTt0u3Xa48,212129,0,0.708,-7.743,0.604,0.0663
Wolfine,Bella,Bella,1Ft13La2daEGqz5yWJC7lx,197120,0,0.909,-6.688,0.493,0.127
Michael Jackson,Thriller 25 Super Deluxe Edition,Billie Jean,5ChkMS8OtdzJeqyybCc9R5,293826,83,0.92,-3.051,0.654,0.036
Soda Stereo,Me Verás Volver (Hits & Más),Trátame Suavemente - Remasterizado 2007,62ZroX9gLL60Tg6VcF2tIN,200800,58,0.738,-4.009,0.789,0.632
Arnau Griso,Es gratis,Es gratis - Acústico,0GKlIuZcQCiv8bvWgRNiAb,203080,49,0.743,-10.106,0.406,0.0844
Travie McCoy,Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),2M9ULmQwTaTGmAdXaXpfz5,211160,75,0.633,-6.403,0.673,0.206
Olivia Rodrigo,SOUR,enough for you,2TOzTqQXNmR2zDJXihjZ2e,202826,77,0.638,-10.706,0.259,0.219
Shawn Mendes,Handwritten,Something Big,59uAvq0IeWRGkCJAki11ve,161440,0,0.694,-3.891,0.854,0.158
Sabrina Carpenter,Skin,Skin,03B2SfXuvDh1m9F4tqrX07,177500,68,0.557,-5.372,0.457,0.0567
Ricky Martin,Fiebre (feat. Wisin & Yandel),Fiebre (feat. Wisin & Yandel),0oFqlgK2LJ9eMlpGBCmRvf,230013,50,0.748,-3.24,0.849,0.351
Shawn Mendes,Show You,Show You,5XsnNWuvH1SoE81SHNAtl2,180120,0,0.653,-4.984,0.674,0.347
Chano,El Otro,Claramente,7zsgBOY20sX0Z8L4RTdU3Y,161000,64,0.432,-6.7,0.583,0.0799
Patrick Doyle,Cinderella,Who Is She,674EyffDl7CBIAnIMdcm36,200306,0,0.105,-18.117,0.0846,0.0841
Soda Stereo,SEP7IMO DIA,Persiana Americana (SEP7IMO DIA),09OiYtiWY76FsodXCJ9Ym9,214706,41,0.572,-5.156,0.911,0.0915
Demi Lovato,Disney Channel Playlist,"This Is Me - From ""Camp Rock""",0vljBgEihRbsXUkmr1bywL,187733,0,0.465,-2.809,0.833,0.121
WOS,Fms Final Nacional Argentina,Fms Final Sangre - Live,3ikP7EXVMs8gFzN58EFw7Y,357303,0,0.515,-9.801,0.795,0.226
Polo G,THE GOAT,I Know,40j4RoqmLiivqzRObbQ4BF,176574,74,0.807,-5.249,0.665,0.0788
HRVY,Talk To Ya - EP,Personal,33KJ2xFYONOlIYDBg6wPx8,198040,69,0.755,-5.605,0.536,0.0282
Carla Morrison,Déjenme Llorar,Disfruto,0zTSmiDzVkIPUPjsHcUWpe,244973,2,0.433,-11.234,0.123,0.106
Kevin Quinn,Gotta Shape Up,Gotta Shape Up,5ZuWiAsP7uqVMMogkVvjZG,228857,0,0.663,-6.438,0.687,0.127
PRETTYMUCH,Summer On You (Remixes),Summer on You,2iQK7NYfuiE8WPTJWt8hcI,205791,20,0.811,-6.55,0.447,0.462
Ellie Goulding,Delirium,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2l8w0zZVn4AZNuzrht7MRT,252534,53,0.475,-6.646,0.606,0.125
Cali Y El Dandee,Tequila Sunrise,Tequila Sunrise,1sD32hk8V2vR4ME7M0rPT5,234306,49,0.784,-1.924,0.855,0.0483
La Champions Liga,Primer Tiempo,No Vivo Sin Ti,4bDKelXukyRj9ZnBvnOsIm,233517,0,0.519,-4.984,0.706,0.131
Shawn Mendes,Handwritten (Revisited),Act Like You Love Me,5Vndon6qPQalYHfOFiRsQU,205306,0,0.395,-7.683,0.405,0.1
Kenny G,The Bodyguard - Original Soundtrack Album,Even If My Heart Would Break,0XyJW5i0GSBrKAzs0c2jr1,297733,43,0.515,-12.089,0.452,0.045
Oscu,No Dijeron Nada,No Dijeron Nada,66YgptYp9124vxw9yFsIGn,186782,60,0.702,-5.257,0.705,0.509
Grace VanderWaal,Just The Beginning,Burned,4mz7WAJCJz7QbXsFA2WoXK,191533,61,0.586,-7.729,0.449,0.0681
Forever in Your Mind,Smooth,Missing,0i1cs1ZfyXOV5z5YnmbuzW,209733,0,0.486,-9.366,0.555,0.0729
Years & Years,Palo Santo,Hypnotised,7eL4SDX6MdpZGst3hK51xm,243600,44,0.417,-7.456,0.365,0.0882
