artist,album,track,uri,duracion_ms,popularidad,danceability,loudness,energy,liveness
Chelsea Cutler,Sleeping With Roses,Lonely Alone,5226Ocpr2cbudvurouwNUF,193786,0,0.857,-14.115,0.22,0.129
blackbear,deadroses,idfc,6y6jbcPG4Yn3Du4moXaenr,245172,75,0.63,-8.755,0.5,0.114
gnash,us,"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,251033,79,0.492,-13.4,0.275,0.101
Paulo Londra,Forever Alone,Forever Alone,5NPzbTzFxIQPaheZuPhn4f,215962,60,0.864,-8.392,0.426,0.145
Patrick Doyle,Cinderella,Fairy Godmother,25s8NpDyf8oLtBI08h9mZ0,167880,0,0.147,-21.38,0.0426,0.337
Loren Allred,The Greatest Showman (Original Motion Picture Soundtrack),Never Enough (Reprise),6f8b6mxNNDJdE5tC4MCTxt,80293,62,0.382,-19.376,0.0541,0.0832
Shawn Mendes,Shawn Mendes,Youth feat. Khalid,5SwEgzUFDHwpWHKrbnP32Z,190866,0,0.518,-6.653,0.596,0.133
Doja Cat,Planet Her,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,208666,83,0.764,-3.463,0.705,0.12
Abraham Mateo,¿Qué Ha Pasao'?,¿Qué Ha Pasao'?,2zkVH2daHyjS51g7PRJFDn,198053,60,0.648,-4.13,0.752,0.201
Little Mix,LM5 (Deluxe),Wasabi,7IOuCLt770D8v0u3SVaDeI,154786,67,0.847,-4.976,0.656,0.143
Miley Cyrus,Younger Now,Miss You So Much,4ttUYy7HMYQ0nhfllLJNPR,293746,50,0.394,-5.135,0.506,0.372
Rusherking,Lado B,Otra Noche más,5eZMaFZIvBK1pd6pAw07fz,135406,63,0.766,-7.583,0.302,0.132
Hardwell,Hardwell On Air - Best Of January 2018,Take Us Down (Feeding Our Hunger),7JzD59Pi5m8rhUOTdgmwbX,257924,0,0.405,-4.133,0.914,0.594
Dimitri Vegas & Like Mike,Gold Skies,Tremor - Sensation 2014 Anthem,6AE0G24YXnDyEgE4L0efpB,294466,60,0.631,-4.21,0.939,0.955
The Kid LAROI,F*CK LOVE (SAVAGE),FEEL SOMETHING (feat. Marshmello),1yP6g2Ka4CisR3i2cuIcjK,139040,19,0.523,-7.802,0.609,0.14
Birdy,Fire Within,Strange Birds,5Qn7UBFKV5iemqZMJ5F5ve,183680,47,0.541,-7.68,0.376,0.109
Khalid,Free Spirit,Don't Pretend (feat. SAFE),1E6DEDWDKHoOW0fcFuDghV,165840,60,0.697,-8.833,0.551,0.124
Khalid,Free Spirit,Talk (feat. Disclosure),6TqXcAFInzjp0bODyvrWEq,197573,72,0.9,-8.575,0.4,0.0599
Khalid,Reasons,Reasons,5hrT5sukNbTb6xKPyYdo0I,232024,49,0.76,-7.838,0.497,0.0885
Yiruma,First Love (Yiruma Piano Collection),River Flows In You - Original,47ZWr1Nb0PUgmKgyg5JkgO,185527,1,0.31,-21.398,0.218,0.085
La Champions Liga,La Champions Liga,Dime si eres feliz,2FsKAVOxpmnxhxmEsqrZOD,127973,63,0.741,-4.625,0.59,0.179
Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),The Greatest Show,4ylWMuGbMXNDgDd8lErEle,302146,73,0.417,-7.36,0.824,0.0725
Alec Benjamin,Let Me Down Slowly,Let Me Down Slowly,2uaiyLKnYvazyfR0Ky3Kbk,169180,0,0.649,-5.692,0.548,0.136
Conor Maynard,Covers,7 Years,0iqJTfuwJO3UVIHvzS7cB5,103762,46,0.776,-8.798,0.251,0.104
Maroon 5,Won't Go Home Without You,She Will Be Loved,0aoOzL2OjoBn7rg2YCu5um,256360,34,0.7,-5.45,0.715,0.142
Shawn Mendes,Illuminate,Mercy,0AS63m1wHv9n4VVRizK6Hc,208733,82,0.555,-4.952,0.662,0.111
Logan Paul,Help Me Help You (feat. Why Don't We),Help Me Help You (feat. Why Don't We),51w95jAPQDOWN3M7xopWWh,152822,52,0.811,-4.167,0.641,0.547
The Rare Occasions,Futureproof,Notion,4cHKd6qPMR1TMx55KHlida,195120,1,0.307,-3.825,0.884,0.0849
Cosculluela,Madura (feat. Bad Bunny),Madura (feat. Bad Bunny),0r9d60ZYPAlFHq8qnUtkXN,190909,3,0.878,-7.639,0.555,0.151
Louis Tomlinson,Miss You,Miss You,3zxrecYFao03IrrcyFiaMU,182026,65,0.541,-5.391,0.69,0.257
Daddy Yankee,Talento de Barrio,Llamado de Emergencia,3bkBVEmRJuJZNh5iVgJkWm,239920,0,0.699,-4.405,0.91,0.146
The Party Band,Los Que Faltaban!,Si Nos Organizamos...,1QZZjLPHsXVc5OBgyLofe6,149472,45,0.621,-7.944,0.712,0.302
Danny Ocean,Volare,Volare,6TCnhziFkBPhOTqvh8zVDU,147598,68,0.753,-3.715,0.733,0.398
Ozuna,Baila Baila Baila,Baila Baila Baila,7uH27oIt4a6cIFCA8ZPcyG,158400,8,0.816,-2.75,0.754,0.217
Nabález,La Correcta,La Correcta,1ISamB2lPDAeKb4Js2hLgq,219198,70,0.35,-6.004,0.628,0.122
La Champions Liga,Cumbia villera - La Champions Liga,Lo mas bonita,4tkDkWpTCZKCbdpEyYiXgd,186280,16,0.737,-6.946,0.608,0.0813
AX 13,Ma!!,La niñera,0Nkf18V7ShqvNWwALRdXaA,152773,0,0.707,-6.663,0.814,0.247
Ariana Grande,Sweetener,borderline (feat. Missy Elliott),4b7mLZQWsy0rLnrMtPA9fQ,177533,60,0.761,-5.238,0.818,0.11
Duke Dumont,Red Light Green Light,"Red Light Green Light - For Club Play Only, Pt. 6",5D1zGVDJTOqwaGSzYw5TtP,211208,64,0.811,-5.48,0.825,0.0689
Shawn Mendes,Illuminate,Ruin,387r02a1k6RZ4cwFraHkee,241880,0,0.685,-6.65,0.383,0.122
Riders In The Sky,Disney-Pixar All Time Favorites,Woody's Roundup,5jxfMDwjhijwzg0YJcI8lq,112346,0,0.865,-8.879,0.404,0.0992
Jeremy Zucker,Motions,Upside Down,3vzT5SNVL3vaDeAgnG9QhF,169386,42,0.666,-10.246,0.404,0.198
P!nk,What About Us,What About Us,31MkGwj0SWgZaTvEt5Hgxv,271519,57,0.386,-6.186,0.594,0.0873
Khalid,American Teen,Shot Down,1Ob94QesoxHSBrypyBbdfd,207106,62,0.767,-6.777,0.512,0.103
Lady Gaga,A Star Is Born Soundtrack,Shallow - Radio Edit,6QfS2wq5sSC1xAJCQsTSlj,217212,73,0.575,-6.557,0.33,0.0872
Dimitri Vegas & Like Mike,Amsterdam Music Festival - The 2015 Compilation,The Hum,6TT3UM1MBSQwQilMAteDvJ,211000,52,0.729,-3.103,0.947,0.367
Piso 21,Piso 21,Correr el Riesgo,1GK6lCn3l3kYPi5It6cTJG,172880,0,0.548,-5.6,0.617,0.0803
J Balvin,Vibras,Vibras,2EEjiKbE4pAjX49TrBzw1X,66226,52,0.53,-7.934,0.189,0.122
The Kid LAROI,F*CK LOVE (SAVAGE),SELFISH,76iQqn9vdVis8CkCoUR8I8,196202,7,0.373,-4.865,0.539,0.139
Billie Eilish,WHEN I WAS OLDER,WHEN I WAS OLDER - Music Inspired By The Film ROMA,7tGEAA1f8MydT7eVbbO9Zy,270519,65,0.696,-12.834,0.332,0.0848
Angela Torres,Simona (Music from the TV Series),A años luz,1u24lxEPnAaxzrZEFX59LV,197995,23,0.538,-3.919,0.873,0.123
Milly,No Te Enamores,No Te Enamores - Remix,2mM3gZ0BbPwPPMelbA8vgt,289933,67,0.824,-4.603,0.837,0.271
Mustard,Perfect Ten,Ballin' (with Roddy Ricch),3QzAOrNlsabgbMwlZt7TAY,180434,83,0.809,-6.678,0.545,0.151
Miley Cyrus,Younger Now,Rainbowland (feat. Dolly Parton),6fdVBAXMxv5vAABQCpOtI5,265373,49,0.572,-6.665,0.586,0.0736
Jonas Brothers,Sucker,Sucker,4y3OI86AEP6PQoDE6olYhO,181040,6,0.842,-5.065,0.734,0.106
Andrés Cepeda,Déjame Ir,Déjame Ir,3nymR2pRbiDq89qS2osIVX,232743,56,0.3,-1.943,0.783,0.111
Pilar Pascual,Ley de Newton,Ley de Newton,5MA7UZPNl4cb1Nuxdkfp0z,162757,31,0.698,-7.372,0.569,0.111
Fito Paez,Tercer Mundo,Fue amor,1bOJr9cWKEDAiJxRaHThrT,253373,62,0.648,-8.692,0.735,0.133
Shawn Mendes,Live At Madison Square Garden,The Weight - Live,37ckp67GeFnjoruNKLzfDP,236092,0,0.303,-6.384,0.828,0.987
SAINt JHN,Roses,Roses - Imanbek Remix,24Yi9hE78yPEbZ4kxyoXAI,176840,81,0.77,-5.484,0.724,0.353
Sech,911 (Remix),911 (Remix),27RSJHEA99Y0Vsow7nA37A,208631,74,0.816,-3.728,0.71,0.292
Shawn Mendes,Illuminate,Three Empty Words,5BN8v8uAUKye4WzyKEeBWC,199013,0,0.511,-9.783,0.413,0.136
Years & Years,Palo Santo,If You're Over Me,0p3rzYD9XEIyBBx1QTwg4z,189000,59,0.67,-4.515,0.853,0.0602
Mau y Ricky,Bota Fuego,Bota Fuego - con Nicky Jam,6Y6YC93R1r0CISm5iC4j27,223186,49,0.728,-4.0,0.83,0.0962
Ariana Grande,Sweetener,pete davidson,0XOnMqLQDO89iAg7dWWwnG,73813,61,0.652,-10.212,0.31,0.182
KAROL G,OCEAN,Ocean,6qoIFQfdmaQF9A1gb67tR7,155946,71,0.727,-6.193,0.482,0.388
Ed Sheeran,÷,What Do I Know?,2pJZ1v8HezrAoZ0Fhzby92,237333,70,0.838,-5.69,0.492,0.262
Jeremy Zucker,love is not dying,"always, i'll care",0rbKrBvZUYY9GN9l057BuY,146160,74,0.732,-12.623,0.221,0.11
Ed Sheeran,÷,Nancy Mulligan,35QZaWQRkmnAVqBF1TLCxQ,179786,68,0.68,-4.35,0.852,0.0866
Shawn Mendes,Live At Madison Square Garden,Stitches - Live,7JwMsrPg9oMr0INPAR76dn,396565,0,0.246,-5.779,0.826,0.946
Lali,Brava,Salvaje (feat. Abraham Mateo),5Pnygpojw7OA6w0X2m0A2v,157487,33,0.535,-4.614,0.707,0.105
Dimitri Vegas & Like Mike,Instagram,Instagram,0U6bQIAh6MCGo1xjbIIx2S,184558,65,0.765,-2.097,0.906,0.423
Nina Nesbitt,Colder,Colder,30QNbMNYxPL78w2jLZdRdv,188493,0,0.719,-7.718,0.493,0.0666
Khalid,American Teen,Another Sad Love Song,52Qu0no0NBho3zyRmjlsHn,244746,65,0.834,-7.777,0.472,0.0836
Pilar Pascual,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Si Te Atreves A Soñar,0G9hqCHgw2sWBj9JUOxmf1,201949,49,0.368,-8.945,0.41,0.264
Bizarrap,"KHEA: Bzrp Music Sessions, Vol. 34","KHEA: Bzrp Music Sessions, Vol. 34",7bidsoy3nzCDNYzAzrV7NN,198703,65,0.633,-7.327,0.646,0.104
Michael Giacchino,Up,Married Life,7iocNjLrxPHLl8njgRlv5U,250573,67,0.278,-20.946,0.0675,0.0812
Galantis,Tell Me You Love Me,Tell Me You Love Me - Toby Green Remix,6xITzIqSfzjgEiDkrDFEa4,221760,35,0.694,-4.081,0.886,0.0504
Khalid,Suncity,Saturday Nights,5kfNriitmkNE8mUbZ7gbq8,210666,72,0.551,-8.559,0.44,0.11
Kevo DJ,ReggaetOLD,ReggaetOLD,4fL2qFM2lw6xz9XmziEW7I,203207,48,0.71,-4.315,0.662,0.0966
Hardwell,Hardwell On Air - Best Of January 2018,Get Low,5U2vwet9Z4uxly6CIf2obb,206076,0,0.356,-3.023,0.954,0.396
Bars and Melody,Generation Z,I Won't Let You Go,6ZnPHCZmrD5EEqPWLRaPAf,198640,0,0.586,-8.527,0.495,0.0806
Bruno Mars,Doo-Wops & Hooligans,Runaway Baby,7hCNBVRhHzcsRAv0TQnOzq,148448,74,0.658,-3.028,0.762,0.127
Jules LeBlanc,Little Do You Know,Little Do You Know,3fToxtMS9O52sP4ZTV5yqm,184212,2,0.49,-8.776,0.214,0.0816
Izan Llunas,Luis Miguel La Serie (Soundtrack),La Malagueña,3q2oxHvXIElGViJILUlHjA,249200,46,0.43,-9.031,0.283,0.126
Shawn Mendes,Illuminate,Ruin,7FUXL9fOmUeZFGXvL5cYkR,241893,50,0.686,-6.68,0.382,0.109
Bars and Melody,Covers Part II,Rockstar,4I6mMICCxOL7pDRL6GpODg,206104,0,0.729,-8.667,0.521,0.286
Juke Ross,Crazy Love,Crazy Love,5gZ8xt6t39HEKsHMgZQ3md,160400,39,0.652,-8.627,0.178,0.143
Forever in Your Mind,Euphoric,Rabbit Hole,5I7yYzw9a3PEEcdiLGkKCF,224657,12,0.657,-5.246,0.779,0.0666
Shawn Mendes,Shawn Mendes,Queen,17FyWGvqby379Q92sn23jW,204693,0,0.877,-7.254,0.688,0.0872
Marc Seguí,Tiroteo,Tiroteo,05HpBFLrHBjWpgV0DSPUAv,266290,67,0.747,-6.633,0.605,0.0794
The Cheetah Girls,Disney Channel Playlist,Dance Me If You Can,0MW40hnhAjpcwKe0504s9b,210533,0,0.806,-4.121,0.902,0.066
Lil Dicky,Earth,Earth,2S1LebN6AXXQqJolBxlWgO,281500,64,0.694,-4.649,0.664,0.0929
Pilar Pascual,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Ya No Más,4JmQQuj05sQD6hMfKFzcoR,161034,54,0.679,-14.465,0.216,0.0987
Quevedo,Némesis,Némesis,4oZxyQXxpYkRJZNNeDa237,155081,52,0.547,-4.947,0.656,0.348
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Ya No Estás Tú,6MO2FUsUbrdGktHte1CmVP,199826,0,0.598,-5.906,0.583,0.122
Polo G,THE GOAT,Martin & Gina,1VLtjHwRWOVJiE5Py7JxoQ,132832,83,0.832,-7.813,0.534,0.165
Kristen Bell,Frozen,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",3IPnBzGRMg6BfViFxxa0Gq,124733,73,0.737,-6.308,0.637,0.319
PRETTYMUCH,PRETTYMUCH an EP,"10,000 Hours",1mklEaSnZ6Vl4cHZ6AnnNC,193095,45,0.616,-4.794,0.803,0.115
Pop Smoke,Shoot For The Stars Aim For The Moon,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,160000,82,0.709,-8.493,0.548,0.133
Corbin Bleu,Disney Channel Playlist,Run It Back Again,0QbXbuhL8O1yqtgasTd07L,171840,0,0.78,-3.474,0.784,0.149
Maluma,F.A.M.E.,Cuenta a Saldo,40T4p3DZM0JT3ahOiCau3y,197453,45,0.792,-4.592,0.68,0.099
Yámana,Yámana,Ven A Bailar,5zQjeUSdve9t7QTHmZe7fz,173546,53,0.79,-5.043,0.764,0.0961
Pilar Pascual,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Somos Uno,3ihmhJlxp9US83KtLuYUHy,230679,46,0.791,-8.306,0.559,0.11
Árbol,GUAU!,El Fantasma,0N361WhEqVunVl5ZBkfd70,237800,65,0.62,-4.78,0.608,0.0625
Paulo Londra,Homerun,No Puedo,6MbSMSXrSlvsyHf4kcaLQi,175028,71,0.792,-5.392,0.68,0.1
Shawn Mendes,Handwritten,Life Of The Party,2ZNowcE7ehJYEkChoRjSx0,214533,0,0.667,-4.995,0.614,0.111
Camila Cabello,Camila,In the Dark,1GO9vCm5Cra5uWGSWQ5mGK,219826,53,0.425,-6.762,0.548,0.115
Bizarrap,"John C: Bzrp Music Sessions, Vol. 18","John C: Bzrp Music Sessions, Vol. 18",08ilexedmUuccTWTeK7Dvb,133691,60,0.698,-6.178,0.714,0.0824
Morat,Balas Perdidas,No Se Va,4khWEpnaijN0G1x019Uzdr,216752,84,0.734,-5.37,0.685,0.109
Piso 21,Ubuntu,Así No Se Hace,0JgMNPWXQzSyz0ombE5zqN,167238,38,0.666,-2.764,0.864,0.305
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Eres Tú,5MN6TXwzNqYBg3jikXuvAl,205556,0,0.471,-5.717,0.809,0.236
Maluma,Felices los 4 (4 Versiones),Felices los 4 - Banda Version,0qFQGSMwgYjG56TWGGqY6E,230653,32,0.766,-7.176,0.673,0.168
Matt Hunter,Dicen,Dicen,4cfoVJxpHqUqTvBrG1RTyi,220826,57,0.817,-5.719,0.635,0.245
SHAUN,Way Back Home (feat. Conor Maynard),Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,1ZLrDPgR7mvuTco3rQK8Pk,192452,74,0.737,-4.818,0.747,0.219
WOS,PURPURA,PURPURA,0RHazYjaRGLIYPvn6mtRWY,194181,0,0.817,-2.941,0.803,0.0498
FMK,Aunque Ya No Estés Aquí,Aunque Ya No Estés Aquí,00sAoxFmsbUSU5Cn0RCxlV,206090,65,0.67,-6.543,0.489,0.117
DJ Alex,Rebotaa,Rebotaa,5WoOjvYqgek4U25NAjXd6X,177725,0,0.838,-2.278,0.78,0.107
Bars and Melody,Covers,One Dance,14LosN7rboWCpN0dpefUyO,175297,0,0.862,-2.535,0.816,0.187
Manuel Turizo,Una Lady Como Tú,Una Lady Como Tú,7MHN1aCFtLXjownGhvEQlF,213026,72,0.788,-7.348,0.477,0.349
James TW,Chapters,Soldier,00f9VGHfQhAHMCQ2bSjg3D,224720,57,0.496,-6.157,0.639,0.0975
Agustin Bernasconi,Aliados,Vuelvo,0fgpOkEbkEuu383SOsXc0R,257693,31,0.559,-6.032,0.712,0.363
Bruno Mars,24K Magic,24K Magic,2gFvRmQiWg9fN9i74Q0aiw,225983,66,0.818,-4.282,0.803,0.153
James Bay,Oh My Messy Mind,Peer Pressure,4RE3vueod5PL48rvHtuu9C,176826,69,0.631,-6.083,0.715,0.122
Lauty Gram,La Pistola,La Pistola,4n9tFJoRyzeva7Bgy5sCM7,182165,56,0.779,-5.317,0.725,0.356
J Balvin,Vibras,Peligrosa,3Nkqp3NSGWMXVVO08zGpN7,202346,59,0.769,-4.393,0.759,0.101
Reik,Indeciso,Indeciso,59s0s39NFWScuHDbHytI14,217253,71,0.738,-4.902,0.748,0.11
Ansel Elgort,Home Alone,Home Alone,6tGgoRV2D6BKYuf198Rzns,256000,0,0.48,-2.749,0.784,0.134
Manuel Turizo,Quiéreme Mientras Se Pueda,Quiéreme Mientras Se Pueda,34LI7rwi9H8w2S5KTHnv1M,191945,70,0.793,-3.945,0.782,0.124
Camila Cabello,Camila,She Loves Control,5HwnezK198pJCEj1l2Adjy,177160,62,0.65,-4.02,0.758,0.0889
Dimitri Vegas & Like Mike,Repeat After Me,Repeat After Me,1F9xcExF9W7m5BxTdlJLED,194260,60,0.321,-4.86,0.939,0.0905
Maluma,Vitamina (feat. Arcángel),Vitamina (feat. Arcángel),5W9oqM9MkYU0DVBic748ZJ,270093,55,0.673,-4.183,0.593,0.089
Residente,René,René,6gm12xlADJwiBbHIKBXzGW,457591,67,0.486,-9.326,0.388,0.196
Oscu,Numero 1,Numero 1,6HXvazdtAr9hy0kThzxrE3,164000,67,0.842,-4.404,0.729,0.0695
Queen,News Of The World,We Are The Champions - Remastered 2011,1lCRw5FEZ1gPDNPzy1K4zW,179200,76,0.268,-6.94,0.459,0.118
Lil Mosey,Certified Hitmaker,Blueberry Faygo,22LAwLoDA5b4AaGSkg6bKW,162546,77,0.774,-7.909,0.554,0.132
Anne-Marie,Our Song,Our Song,5zqObw7wjBgL9TDiAymxPn,163733,67,0.595,-4.245,0.759,0.172
Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),From Now On,3IkWmgGsXbsafrunwPojXO,349560,72,0.516,-10.383,0.518,0.585
Milky Chance,Blossom,Ego,7JgYCXSih0sY1EnNImzwdH,232213,42,0.735,-6.176,0.787,0.0608
Homer El Mero Mero,Argentina,Argentina,3vvl9RFAVG43JZhFXKA8G1,176307,0,0.628,-8.334,0.761,0.109
Cami,Funeral,Funeral,1ueLYdeuGMAwUiaezLDObD,221400,52,0.725,-5.06,0.641,0.215
Anuel AA,Súbelo,Súbelo,3fHEwAssCgM4wJYdjT5Ch0,239797,69,0.625,-4.158,0.754,0.109
Sumo,Divididos Por La Felicidad,La Rubia Tarada,0RaRyvHA4z1VWq9BJhA65s,222533,56,0.69,-10.158,0.947,0.61
Patrick Doyle,Cinderella,La Valse de L'Amour,265lTG7LmdndgsDAppXAFx,154560,0,0.237,-19.313,0.15,0.105
KURT,Los Días Que Vendrán,Los Días Que Vendrán,3TFbQoY4KniRQRWge1hZdk,208400,36,0.626,-5.693,0.719,0.14
J Balvin,Vibras,Tu Verdad,2QEiEzGafy58BV4h5FuCUK,205120,45,0.777,-6.656,0.64,0.179
Only Fans,Vacaciones (Ferxxo),Vacaciones (Ferxxo),1qlTSeRmvsW3yv0p6Go5oe,189683,0,0.885,-11.341,0.434,0.0982
j mena,La Cobra,La Cobra,7tAFzqPUa2G7EziujIPP7K,188227,0,0.843,-4.138,0.729,0.0267
Tom Odell,Long Way Down (Deluxe),Another Love,3JvKfv6T31zO0ini8iNItO,244360,93,0.445,-8.532,0.537,0.0944
Lauv,Drugs & The Internet,Drugs & The Internet,4SHhui9S7lFYGHXikfneGo,178549,0,0.454,-6.596,0.583,0.332
Luisaker,Triple,Triple,1ujrfMVXqjahMOhUkg32un,150872,0,0.814,-9.642,0.804,0.0764
Lali,Brava,Somos Amantes,451cGmEwgrP4FFuFrIkXJf,209493,42,0.638,-4.998,0.781,0.283
Sebastian Yatra,MANTRA,No Hay Nadie Más,3IPJg1sdqLj12kFIndaonN,199733,77,0.695,-9.096,0.379,0.106
Zara Larsson,Ruin My Life,Ruin My Life,5Fyjxarrx6ZFrZ2DHte8Z5,190931,49,0.659,-5.253,0.696,0.0948
Plain White T's,All That We Needed,Hey There Delilah,4RCWB3V8V0dignt99LZ8vH,232533,81,0.656,-10.572,0.291,0.114
Alexio,"Tumba La Casa (Remix) [feat. Daddy Yankee, Nicky Jam, Farruko, Arcangel, De La Ghetto, Zion & Ñengo Flow]","Tumba La Casa (Remix) [feat. Daddy Yankee, Nicky Jam, Farruko, Arcangel, De La Ghetto, Zion & Ñengo Flow]",6n5hSi8Mdyee0XvsmIffeV,477675,6,0.774,-6.932,0.654,0.303
Meghan Trainor,Lips Are Movin,Lips Are Movin,357p2KRTBXeGGw6YfUI1nH,182666,0,0.775,-5.402,0.825,0.111
Cristian Castro,Mi Vida Sin Tu Amor,Por Amarte Así,2bvO1KXbUd4vySCWGNqIIa,272200,73,0.61,-5.881,0.637,0.0952
Michael Jackson,Bad 25th Anniversary,Smooth Criminal - 2012 Remaster,2bCQHF9gdG5BNDVuEIEnNk,257760,77,0.853,-3.947,0.981,0.306
The Kid LAROI,F*CK LOVE (SAVAGE),BATHROOM (skit),3cUrfbOtj6VsbyNxQCPXex,24939,0,0.8,-9.05,0.743,0.774
Selena Gomez,Revelación - EP,Baila Conmigo (with Rauw Alejandro),079Ey5uxL04AKPQgVQwx5h,186087,74,0.823,-7.132,0.544,0.0966
LIT killah,MAWZ,Mala Mía,7FfQ2E4LqvwKKOyKXyC2L2,190928,69,0.68,-3.873,0.682,0.118
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,SORRY PAPI,5jZ32WOU7sqzDYbzINwMUk,163053,73,0.612,-6.054,0.561,0.145
KYLE,iSpy,iSpy,0WjYgf4qH3B0v0HmW61doL,253106,0,0.746,-6.745,0.653,0.229
Grace VanderWaal,Just The Beginning,Escape My Mind,0O8YMwF6fUty67k61XN9W7,196306,42,0.731,-3.975,0.808,0.535
kidolitx,this is art,this is art - Remix,3qB0RVTAwjViKrmPh1vhYP,110556,0,0.741,-18.905,0.154,0.266
Years & Years,Palo Santo,Palo Santo,0fxtkTrjWfcBjxjzLYBcG3,242320,43,0.382,-4.034,0.743,0.103
Drake,Scorpion,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,217925,77,0.835,-5.833,0.626,0.396
Xantos,El Rehén,El Rehén,1vJxPaXsZUXqSIBVFgtebF,189191,30,0.803,-9.177,0.472,0.148
La Vela Puerca,De Bichos Y Flores,El Viejo,7gKqjNMM4ikt7KFTRsgZgL,187066,64,0.699,-3.947,0.744,0.0751
Galantis,Tell Me You Love Me,Tell Me You Love Me - Two Can Remix,6i1AaUTVjlcis8yvMgmMHv,189974,20,0.738,-3.893,0.769,0.388
Dove Cameron,Descendants 2,You and Me,20o0LkrQlFoyket5tYHGid,212352,0,0.523,-6.201,0.835,0.0619
Izan Llunas,Luis Miguel La Serie (Soundtrack),Todo el Amor del Mundo,570hntyY2MNgVjGCUcr4nc,162986,30,0.632,-7.432,0.802,0.495
MYA,A Escondidas,A Escondidas,0Myz4UuooJeosNmbscdfZZ,148184,36,0.394,-6.216,0.428,0.0593
Dove Cameron,Descendants 2,"Better Together - From ""Descendants: Wicked World""",21KqA4a0y0XHP3sbp6kXqh,164608,0,0.726,-5.088,0.875,0.356
Becky G,Cuando Te Besé,Cuando Te Besé,2XXMDz7SPZ4mSFN1PXfHUy,254383,69,0.772,-3.713,0.732,0.106
Coro San José,Los ojos en Él,Vuelve a Darme Vida,12I75SmL3Tx9dxARd7Xm7Z,259390,28,0.619,-8.848,0.284,0.142
One Direction,Made In The A.M.,Walking in the Wind,1ZycJRpLOazlLcoFGxGROO,202640,70,0.687,-6.586,0.447,0.0878
Morat,Balas Perdidas,¿Qué Ganas?,24O1dTyT0zcs4fnQHm6OQB,212225,66,0.569,-6.945,0.562,0.103
Ozuna,Aura,Aura,1AVu7Kc2MRrLfOG1RCEf07,187653,53,0.527,-5.267,0.486,0.119
Maria Jose Bravo,En Tus Manos Señor,Ave María,0H3RH874oJJjBkJitY9tdT,294791,0,0.616,-6.981,0.218,0.104
Noah Kahan,Sink,Sink,3EIaMTBMRM42nbEROLg7cZ,227066,43,0.568,-8.365,0.494,0.109
Jeremy Zucker,Motions,Shut Your Mouth,6lY38FkInSA0QVHRb1PiEy,231160,36,0.748,-8.926,0.405,0.121
Twenty One Pilots,Vessel,Car Radio,5cbpoIu3YjoOwbBDGUEp3P,267720,72,0.766,-7.355,0.519,0.0855
NLE Choppa,Cottonwood,Clicc Clacc,1kf1bFBZpcRpfvbay4smTD,113673,53,0.813,-5.15,0.682,0.127
Shawn Mendes,Don't Be A Fool,Don't Be A Fool - MTV Unplugged,7MofUorzDR8k0YNLML6FHa,337840,0,0.313,-10.011,0.356,0.462
Michael Giacchino,Disney-Pixar All Time Favorites,"The Glory Days - From ""The Incredibles"" / Score",0A5gj8UBspJI5RCuj3YAft,211920,0,0.332,-7.987,0.382,0.165
gnash,we,be,3KYqfDbzl6KzbOO4KpBZPR,197749,35,0.528,-12.31,0.186,0.327
Rauw Alejandro,Algo Mágico,Algo Mágico,0zlnHTHiBQ68ZCAmTw5ozm,261603,71,0.68,-4.368,0.613,0.161
Machine Gun Kelly,Tickets To My Downfall,my ex's best friend (with blackbear),7kDUspsoYfLkWnZR7qwHZl,139460,78,0.731,-5.134,0.675,0.141
TINI,Quiero Volver,Like That,7DRQ3I8fPVGPZyLxzZybLN,174559,1,0.851,-4.221,0.694,0.0826
WOS,ANDRÓMEDA,ANDRÓMEDA,4Pa73QAWSryyKavXNyVbUA,171475,0,0.666,-5.067,0.836,0.119
Migrantes,Hoy Volvi a Verte,Hoy Volvi a Verte - Remix,0KvtuCa8aGD8SR39aLLLj5,162461,64,0.706,-7.994,0.727,0.063
Benjamín Amadeo,Vida Lejana,Debe Ser,5fg8hkk7TRRjbWMg0Ts8Ee,223933,21,0.649,-5.216,0.894,0.312
Daddy Yankee,Barrio Fino (Bonus Track Version),Tu Príncipe,0Q7ZM15J0cJA9rd7pQYdRq,205520,1,0.771,-5.423,0.815,0.189
Maluma,F.A.M.E.,La Ex (feat. Jason Derulo),18WYpqbNvkCXHTeyN2WG8l,191746,44,0.799,-3.204,0.842,0.116
